"","Datein","FR(m3/dia)","BODin (ppm)","CODin (ppm)","SSin(ppm)","pHin","NAmin(ppm)","NNin (ppm)","Pin (ppm)","Colin(ppm)","Tin(°C)","Condin L1","RF(mm)","Pulp(ton/dia)","Pap (ton/dia)","...16","Dateout","BODout(ppm)","CODout (ppm)","SSout(ppm)","Colout(ppm)","Tout(°C)","Condout","FRout(m3/dia)","FRmod(m3/dia)"
"920",1999-03-09,62618,204,556,97,6.98,1.6,NA,1.13,495,48,1403,0,878.426,1144.5,NA,36228,66,315,63,582,36,1586,62618,64858.9285714286
"921",1999-03-10,59942,238,628,NA,10.64,1.7,NA,NA,808,48,1921,1.6,564.809,900.5,NA,36229,65,304,NA,539,37,1537,60024.936,64594.9285714286
"922",1999-03-11,70709,240,612,NA,10.02,3.6,NA,NA,582,NA,1744,77,906.956,1034.5,NA,36230,80,348,NA,583,37,1683,74700.295,64347.4285714286
"923",1999-03-12,64643,204,576,NA,7.47,3.5,NA,1.2,617,NA,1540,0,685.575,918.2,NA,36231,93,333,NA,658,37.5,1668,64643,64009.4285714286
"924",1999-03-13,61594,161,715,NA,7.48,NA,NA,NA,527,NA,1600,0,910.413,1076.7,NA,36232,76,291,NA,570,37,1651,61594,63506.4285714286
"925",1999-03-14,62203,224,537,NA,7.33,NA,NA,NA,522,NA,1686,0.1,962.085,1109.8,NA,36233,70,364,NA,545,36.5,1644,62208.1835,63455.3571428571
"926",1999-03-15,61456,232,581,NA,7.16,1.1,2.25,NA,558,47,1824,0,956.939,1114.4,NA,36234,70,368,NA,558,30,1700,61456,63519.7142857143
"927",1999-03-16,62061,223,585,NA,7.38,0.6,1.08,NA,509,47,1644,0,959.342,1202.4,NA,36235,94,388,NA,477,35.5,1698,62061,63700.2142857143
"928",1999-03-17,63794,232,593,90,7.57,2.3,NA,NA,502,47,1901,2.6,915.901,1208.7,NA,36236,78,373,31,555,36,1684,63928.771,63853.9285714286
"929",1999-03-18,64193,223,581,77,7.3,NA,NA,NA,534,46,1564,0,864.57,1128.2,NA,36237,84,364,NA,462,36,1748,64193,63146
"930",1999-03-19,61368,301,620,113,8.64,0.39,1.15,NA,585,48,1734,0,867.722,982.9,NA,36238,113,360,NA,502,37,1746,61368,63221.7142857143
"931",1999-03-20,64403,258,623,153,7.48,NA,NA,NA,598,NA,1640,0,922.289,1035.9,NA,36239,89,324,NA,505,35,1756,64403,63197.6428571429
"932",1999-03-21,65946,238,603,115,7.22,NA,NA,NA,483,NA,1666,0,969.604,1065,NA,36240,95,338,NA,567,36,1808,65946,63096.2142857143
"933",1999-03-22,64346,197,595,80,7.24,0.3,NA,0.99,526,50,1776,0.3,928.464,1100.1,NA,36241,81,323,NA,526,37,1699,64361.5505,63234.1428571429
"934",1999-03-23,65145,261,590,176,7.13,0.29,NA,0.69,534,49.5,1696,43.1,953.74,1177.9,NA,36242,88,338,NA,534,37,1683,67379.0885,63080.4285714286
"935",1999-03-24,62094,237,590,103,7.05,0.4,NA,NA,549,49,1627,0,978.299,1191.4,NA,36243,68,312,25,549,37,1684,62094,63073.6428571429
"936",1999-03-25,60798,246,644,107,6.79,0.032,NA,NA,543,49,1550,0,827.894,1045.1,NA,36244,73,303,NA,563,37,1631,60798,63153.2142857143
"937",1999-03-26,65703,185,581,62,6.98,2.6,NA,1.32,494,48.5,1558,0.2,927.242,1100.2,NA,36245,75,304,NA,494,37,1768,65713.367,63271.5
"938",1999-03-27,61257,166,606,170,7.01,NA,NA,NA,541,NA,1715,0,1029.301,1120.7,NA,36246,67,345,NA,541,38,1606,61257,63132.8571428571
"939",1999-03-28,60783,177,645,107,6.84,NA,NA,NA,523,NA,1635,0,947.013,1131.8,NA,36247,53,331,NA,525,37,1561,60783,62926.6428571429
"940",1999-03-29,63387,223,591,75,6.82,0.29,1.498,NA,479,48.5,1330,1.7,915.839,1050.9,NA,36248,77,323,NA,479,37,1221,63475.1195,62900
"941",1999-03-30,59909,250,612,152,6.96,1.1,1.52,NA,499,49,1615,0.1,880.431,1086.6,NA,36249,84,360,NA,508,37,1631,59914.1835,62804.2142857143
"942",1999-03-31,63699,227,534,152,6.83,0.6,NA,NA,545,46.5,1445,22.4,904.568,1094.8,NA,36250,78,339,54,490,36,1578,64860.104,62656.8571428571
"943",1999-04-01,65307,NA,NA,NA,6.98,1.5,NA,NA,546,48,1548,0.1,868.327,986.8,NA,36251,NA,NA,NA,527,36,1585,65312.1835,62737.5
"944",1999-04-02,63024,NA,NA,NA,7.14,NA,NA,NA,557,NA,1668,0,1008.285,1206.5,NA,36252,NA,NA,NA,567,36,1548,63024,62220.2857142857
"945",1999-04-03,62462,NA,NA,NA,6.9,NA,NA,NA,534,NA,1806,0.1,947.156,1141.4,NA,36253,NA,NA,NA,546,36,1678,62467.1835,61950.7142857143
"946",1999-04-04,63059,230,573,82,6.84,NA,NA,NA,546,NA,1608,0.1,924.857,1092.1,NA,36254,65,337,NA,559,36.5,1698,63064.1835,61935.9285714286
"947",1999-04-05,63973,260,699,147,9.19,3.6,NA,2.37,527,48,2030,0,890.28,1009.2,NA,36255,77,371,NA,559,37,1676,63973,62028.9285714286
"948",1999-04-06,63804,277,649,67,7.29,3,NA,1.4,585,48,1584,0,809.596,967.3,NA,36256,128,473,NA,633,36.5,1942,63804,62480.7142857143
"949",1999-04-07,60031,240,636,39,6.33,2.2,NA,NA,525,48,1327,0,889.931,1089.8,NA,36257,122,424,17,655,37,1765,60031,62736.1428571429
"950",1999-04-08,61927,NA,NA,NA,6.74,1.8,NA,NA,556,47,1374,0,815.166,995.5,NA,36258,NA,NA,NA,633,36,1604,61927,62885.9285714286
"951",1999-04-09,58462,NA,NA,NA,7.58,NA,NA,NA,661,NA,1670,0,955.425,1059.1,NA,36259,NA,NA,NA,534,36,1560,58462,63025.9285714286
"952",1999-04-10,57483,NA,NA,NA,7.16,NA,NA,NA,563,NA,1657,0,896.986,950.8,NA,36260,NA,NA,NA,614,36,1568,57483,62993.1428571429
"953",1999-04-11,60576,259,787,39,6.84,NA,NA,NA,608,NA,1553,0,979.643,1114.7,NA,36261,100,481,NA,628,36,1606,60576,62947.7142857143
"954",1999-04-12,64689,251,623,92,6.96,0.72,2.04,NA,590,46,1825,0,951.431,1090.5,NA,36262,91,364,NA,587,36,1668,64689,62953.2142857143
"955",1999-04-13,66234,260,633,55,6.98,2,1.77,NA,619,47,1640,0,1035.512,1098.1,NA,36263,106,401,NA,608,36,1650,66234,62846
"956",1999-04-14,67275,266,614,47,6.56,2.1,NA,NA,552,47,1290,5.1,971.73,1034.3,NA,36264,109,372,27,552,36,1612,67539.3585,63055
"957",1999-04-15,67404,290,673,59,6.97,2.3,NA,NA,548,45.5,1376,14.9,984.679,1083.9,NA,36265,100,429,NA,614,36,1579,68176.3415,63260
"958",1999-04-16,64984,271,558,160,6.7,2.6,1.71,NA,536,45.5,1269,28.8,922.182,1072.4,NA,36266,116,381,NA,611,36,1454,66476.848,63632.5714285714
"959",1999-04-17,62003,285,629,112,6.77,NA,NA,NA,573,NA,1543,0.3,959.904,1082.9,NA,36267,81,336,NA,625,34,1432,62018.5505,64189.0714285714
"960",1999-04-18,62423,251,721,237,6.57,NA,NA,NA,542,NA,1683,0.1,922.102,1056.2,NA,36268,106,349,NA,558,33,1532,62428.1835,63751.2857142857
"961",1999-04-19,64050,205,703,62,6.92,2.1,NA,0.86,592,45.5,1753,0,935.159,1006.9,NA,36269,83,384,NA,562,33,1573,64050,63706.2142857143
"962",1999-04-20,62303,300,646,51,10.09,2.8,NA,0.75,539,45,1560,0,865.261,960.7,NA,36270,103,373,NA,574,32.5,1775,62303,63712.5
"963",1999-04-21,62957,238,614,75,7.26,NA,NA,NA,598,NA,1834,0,981.078,1143.2,NA,36271,98,384,41,589,33,1686,62957,63588
"964",1999-04-22,64797,227,627,33,6.24,3,NA,NA,598,47,1453,0,878.496,1051.9,NA,36272,107,380,NA,551,33,1739,64797,63421.5
"965",1999-04-23,63678,231,647,27,7.14,4,NA,1.31,446,47,1607,0,719.507,988.4,NA,36273,101,367,NA,598,35,1689,63678,63402.3571428571
"966",1999-04-24,65274,164,435,131,6.32,NA,NA,NA,450,NA,1049,0,608.517,1069.7,NA,36274,99,372,NA,585,34,1568,65274,63425.2857142857
"967",1999-04-25,54447,214,513,122,7,NA,NA,NA,512,NA,1320,0,996.924,1156.7,NA,36275,88,334,NA,534,34,1479,54447,63497.5714285714
"968",1999-04-26,64058,261,656,62,6.66,0.96,2.41,NA,557,46,1562,0.5,965.534,1100.8,NA,36276,71,280,NA,534,32,1329,64083.9175,63488.5
"969",1999-04-27,66322,258,629,51,6.93,3.7,2.72,NA,529,46,1531,0,955.997,1125.5,NA,36277,72,308,NA,486,33,1411,66322,63310.7857142857
"970",1999-04-28,65532,252,671,46,6.87,3.3,NA,NA,532,47,1692,0,1002.247,1160.1,NA,36278,88,355,59,555,34.5,1432,65532,63116.2142857143
"971",1999-04-29,65073,264,664,NA,6.72,2,NA,NA,541,46.5,1560,0,934.913,1107.3,NA,36279,80,359,NA,555,34.5,1530,65073,63014.7857142857
"972",1999-04-30,64716,224,645,107,7.22,1.6,2.5,NA,622,46.5,1753,0.1,983.521,1103.8,NA,36280,72,370,NA,578,34,1649,64721.1835,62042.0714285714
"973",1999-05-01,62324,233,605,73,7.47,NA,NA,NA,545,NA,1549,0,907.927,1164.8,NA,36281,72,376,NA,585,36,1616,62324,61971.5714285714
"974",1999-05-02,63435,211,562,296,7.32,NA,NA,NA,516,NA,1627,0,876.462,1148,NA,36282,65,378,NA,585,35,1677,63435,62607.9285714286
"975",1999-05-03,63923,192,548,320,7.31,0.32,NA,0.91,450,47,1417,0,792.728,1006.7,NA,36283,73,355,NA,512,34,1625,63923,62422.8571428571
"976",1999-05-04,59815,226,534,120,7.32,1.6,NA,1.27,450,46.5,1713,0,833.472,1111.2,NA,36284,89,347,NA,482,34.5,1794,59815,61985.9285714286
"977",1999-05-05,60233,226,513,148,7.09,0.9,NA,NA,462,46,1892,0,796.281,1060.7,NA,36285,68,294,49,490,34,1751,60233,61452.1428571429
"978",1999-05-06,63377,284,626,212,10.96,0.78,NA,NA,536,46.5,2250,11.9,821.606,779.3,NA,36286,81,294,NA,402,33,1771,63993.8365,61139.7857142857
"979",1999-05-07,50060,289,619,25,9.01,2.4,NA,1.34,640,45,1816,8.4,807.835,983.9,NA,36287,71,291,NA,640,32,1810,50495.414,61064.2142857143
"980",1999-05-08,64287,288,649,18,7.13,NA,NA,NA,501,NA,1866,0,969.877,1032.2,NA,36288,77,285,NA,501,32,1961,64287,61039.5
"981",1999-05-09,63356,283,633,95,7.13,NA,NA,NA,528,NA,1917,0,1007.698,1099.1,NA,36289,75,320,NA,491,33,1930,63356,60968.7857142857
"982",1999-05-10,61467,303,676,267,7.64,0.98,0.702,NA,529,46,1820,0.1,925.705,1059.8,NA,36290,96,348,NA,529,33,1840,61472.1835,60918.6428571429
"983",1999-05-11,60205,248,607,464,7.54,0.88,0.953,NA,506,46.5,1830,0,904.498,1032.6,NA,36291,103,348,NA,500,33,1850,60205,61282.5714285714
"984",1999-05-12,58059,224,593,209,7.4,1.4,NA,NA,510,47.5,1774,1.9,925.268,1122.8,NA,36292,84,343,61,495,34,1772,58157.4865,61788.6428571429
"985",1999-05-13,60700,231,578,183,7.4,0.98,NA,NA,527,46,1827,0.2,801.123,963.2,NA,36293,86,332,NA,499,35,1848,60710.367,61730.3571428571
"986",1999-05-14,63658,220,539,85,7.1,1.8,NA,NA,527,45,1521,0,1010.726,1128.9,NA,36294,64,300,NA,429,34,1870,63658,62541.2857142857
"987",1999-05-15,61978,210,611,91,6.99,NA,NA,NA,533,NA,1821,0,954.164,1127.1,NA,36295,73,299,NA,477,34,1777,61978,62329.7857142857
"988",1999-05-16,62445,218,664,129,6.85,NA,NA,NA,485,NA,1957,0,982.241,1180.3,NA,36296,102,348,NA,530,32,1922,62445,62331.5714285714
"989",1999-05-17,63221,218,674,52,7.11,3.9,NA,2.343,463,46,1879,0.1,1032.749,1202.5,NA,36297,77,346,NA,527,32,1948,63226.1835,61346.7142857143
"990",1999-05-18,64910,263,693,133,10.47,3.2,NA,2.29,459,46,1950,0.1,883.871,903.4,NA,36298,95,374,NA,459,33,2120,64915.1835,59557.5
"991",1999-05-19,67318,205,596,54,7.27,2.6,NA,NA,464,45,1931,0,883.495,1015.9,NA,36299,106,377,39,453,31.5,1910,67318,57446.5714285714
"992",1999-05-20,62561,254,639,311,7.06,2.1,NA,NA,554,45,1761,0,950.926,1088.1,NA,36300,144,420,NA,455,32,1930,62561,55009.2857142857
"993",1999-05-21,61413,241,650,203,7.29,1.3,NA,0.891,705,44,2270,0.1,913.142,1035.2,NA,36301,120,384,NA,524,30,1940,61418.1835,52479.1428571429
"994",1999-05-22,61326,226,610,174,7.31,NA,NA,NA,700,NA,2103,0.1,812.537,1003.7,NA,36302,127,408,NA,594,30.5,1860,61331.1835,50411.5
"995",1999-05-23,63381,231,624,63,7.37,NA,NA,NA,708,NA,2520,0.2,865.85,1136.2,NA,36303,126,405,NA,668,31,2340,63391.367,49950.4285714286
"996",1999-05-24,47679,186,501,133,9.27,3.6,5.06,NA,343,38.5,3360,0,194,1106.5,NA,36304,162,518,NA,604,32,2440,47679,50029.2142857143
"997",1999-05-25,35156,113,297,135,7.28,1.7,1.73,NA,385,29,3030,0.1,0,1098.9,NA,36305,88,380,NA,706,31,2740,35161.1835,49907.3571428571
"998",1999-05-26,28506,110,242,75,7.05,2.5,NA,NA,366,28,1994,0,0,1055.8,NA,36306,61,314,62,607,29,2800,28506,49841.7142857143
"999",1999-05-27,26578,95,186,80,7.02,0.24,NA,NA,346,31,1958,0,0,1050.9,NA,36307,34,253,NA,502,28,2810,26578,50169.0714285714
"1000",1999-05-28,28236,97,241,209,6.69,0.39,0.74,NA,332,29,NA,0,NA,1118.2,NA,36308,20,210,NA,508,28,NA,28236,50227
"1001",1999-05-29,33031,104,218,91,7.26,NA,NA,NA,562,30,NA,0.1,NA,1126.5,NA,36309,20,164,NA,508,28,NA,33036.1835,50298.4285714286
"1002",1999-05-30,55990,202,491,293,7.18,NA,NA,NA,620,38,1335,3.5,568.086,1102.4,NA,36310,23,190,NA,531,28,2620,56171.4225,50408.4285714286
"1003",1999-05-31,64324,283,720,568,7.72,3.1,NA,1.24,570,44.5,1580,0,1068.035,1107.7,NA,36311,22,188,NA,555,28,1790,64324,51681.5714285714
"1004",1999-06-01,63204,249,659,226,9.8,2.3,NA,0.95,528,NA,1943,0.1,953.381,946.4,NA,36312,33,225,NA,574,30,1610,63209.1835,53811.7857142857
"1005",1999-06-02,66399,NA,NA,NA,7.86,3,NA,NA,537,NA,1603,0,900.327,933,NA,36313,NA,NA,NA,557,31,1786,66399,56406
"1006",1999-06-03,67144,NA,NA,NA,7.69,NA,NA,NA,469,NA,1724,0,978.598,1045.1,NA,36314,NA,NA,NA,469,31,1761,67144,59082.6428571429
"1007",1999-06-04,62224,NA,NA,NA,7.22,NA,NA,NA,547,NA,1703,0.2,976.69,1115.7,NA,36315,NA,NA,NA,530,32,1810,62234.367,61796.9285714286
"1008",1999-06-05,62326,NA,NA,NA,7.19,NA,NA,NA,526,NA,1827,0,983.015,1089.9,NA,36316,NA,NA,NA,526,33,1775,62326,64272.7142857143
"1009",1999-06-06,64921,209,637,175,7.37,NA,NA,NA,594,NA,1740,3.5,1023.329,1152,NA,36317,95,379,NA,546,32.5,1806,65102.4225,64956.5
"1010",1999-06-07,65503,240,682,80,7.9,2.4,4.03,NA,589,44,1960,0,990.227,1150,NA,36318,95,381,NA,504,34,1772,65503,65009
"1011",1999-06-08,64979,205,611,145,7.48,1,1.55,NA,536,44,1964,0.1,947.299,1033.6,NA,36319,93,403,NA,551,33,1967,64984.1835,64997.8571428571
"1012",1999-06-09,64825,234,674,347,7,2.6,NA,NA,505,45,1681,0.1,1041.703,1127.4,NA,36320,101,413,34,581,32,1829,64830.1835,64743.7857142857
"1013",1999-06-10,64051,243,607,142,9.54,3.8,NA,NA,482,46,1823,0,853.216,938.7,NA,36321,95,371,NA,552,32,1851,64051,64404.2142857143
"1014",1999-06-11,66236,220,550,195,7.48,3.2,2.35,NA,504,45,1884,0,891.556,1049,NA,36322,100,367,NA,504,33,1912,66236,64474.0714285714
"1015",1999-06-12,67692,245,609,84,7.62,NA,NA,NA,520,NA,1796,13.8,1101.672,1073.8,NA,36323,89,328,NA,527,32,1883,68407.323,64596
"1016",1999-06-13,65563,218,667,319,7.53,NA,NA,NA,519,NA,1889,0.2,1056.319,1119.2,NA,36324,73,328,NA,524,32,1622,65573.367,64953.5714285714
"1017",1999-06-14,65059,208,578,196,7.29,3.3,NA,1.38,528,46.5,1876,11.6,1039.081,1121.4,NA,36325,99,361,NA,556,32,1805,65660.286,64641.6428571429
"1018",1999-06-15,63048,260,632,567,7.09,3,NA,1.39,537,45.5,1751,0.2,930.964,1008.6,NA,36326,105,358,NA,533,32,1848,63058.367,64639.4285714286
"1019",1999-06-16,62842,222,573,152,7.08,2,NA,NA,520,45,1574,0.1,902.3,1036.8,NA,36327,101,364,35,572,32,1722,62847.1835,64622.1428571429
"1020",1999-06-17,62390,280,683,112,8.13,4.4,NA,NA,504,44,1701,0.2,957.749,1123.2,NA,36328,88,361,NA,524,31,1571,62400.367,64702.1428571429
"1021",1999-06-18,63202,229,601,231,6.84,4.4,NA,1.4,511,45,1426,0,865.454,1146.3,NA,36329,100,375,NA,520,33,1715,63202,64539.9285714286
"1022",1999-06-19,64033,214,569,191,7.19,NA,NA,NA,492,NA,1614,1.5,946.551,1147.5,NA,36330,96,374,NA,492,32,1700,64110.7525,64336.9285714286
"1023",1999-06-20,69927,224,615,316,6.99,NA,NA,NA,477,NA,1564,36.4,900.608,1151.3,NA,36331,95,356,NA,492,33,1690,64115,64169.4285714286
"1024",1999-06-21,61136,193,520,68,6.89,3,1.24,NA,532,42,1397,0,785.637,1080.2,NA,36332,78,328,NA,499,31,1644,61136,64145
"1025",1999-06-22,64948,207,603,137,7.04,3.2,1,NA,450,47.3,1410,0.3,893.447,1146.2,NA,36333,69,323,NA,495,31,1444,64963.5505,64151.6428571429
"1026",1999-06-23,64583,236,591,90,6.64,2.4,NA,NA,512,41,1597,0.2,990.542,1075.1,NA,36334,78,311,34,497,31,1302,64593.367,64130.5
"1027",1999-06-24,65171,186,616,101,6.54,4.2,NA,NA,509,43,1370,0.2,914.372,1034.6,NA,36335,85,333,NA,479,31,1448,65181.367,64133.9285714286
"1028",1999-06-25,63965,252,600,96,6.87,2.7,1.44,NA,529,43.5,1416,0,905.011,1060.2,NA,36336,77,306,NA,529,NA,1517,63965,64243.8571428571
"1029",1999-06-26,64850,231,593,147,7.4,NA,NA,NA,500,NA,1596,0,864.692,1015.6,NA,36337,83,331,NA,500,31,1530,64850,64356.2857142857
"1030",1999-06-27,63218,228,592,201,7.1,NA,NA,NA,496,NA,1440,0,864.105,1091.8,NA,36338,90,360,NA,496,32,1510,63218,63902.1428571429
"1031",1999-06-28,64717,237,595,140,6.82,4.7,NA,1.39,477,44,1435,0,897.235,1064.3,NA,36339,71,318,NA,484,32,1259,64717,64052.7857142857
"1032",1999-06-29,63141,247,611,54,6.85,3,NA,1.2,467,44.5,1476,1.3,874.24,1078.5,NA,36340,78,312,NA,465,32,1567,63208.3855,64005.5
"1033",1999-06-30,62546,229,622,132,7.11,2.6,NA,NA,483,44.5,1400,0,1020.494,1069.3,NA,36341,83,325,41,494,32,1512,62546,64063.2857142857
"1034",1999-07-01,62438,224,562,64,6.83,2.7,NA,NA,498,45,1370,0.1,878.613,1024.2,NA,36342,67,319,NA,469,33,1490,62443.1835,64160
"1035",1999-07-02,64741,200,565,100,7.15,5.6,NA,1.27,460,43.5,1387,0,844.2,994.3,NA,36343,64,300,NA,460,32.5,1509,64741,64387.5
"1036",1999-07-03,65607,210,630,121,6.74,NA,NA,NA,473,NA,1370,0,924.145,1069,NA,36344,64,305,NA,451,32,1390,65607,64401.5
"1037",1999-07-04,63569,152,644,112,7.26,NA,NA,NA,487,NA,1587,0.1,891.124,1072.2,NA,36345,41,329,NA,472,32,1364,63574.1835,64537.8571428571
"1038",1999-07-05,63245,264,614,67,6.88,2.6,1,NA,487,45,1444,0,998.945,1063.8,NA,36346,79,315,NA,482,32,1421,63245,64455.7857142857
"1039",1999-07-06,64286,277,638,75,7.29,2.8,1.76,NA,456,45.5,1577,0,927.574,1053.5,NA,36347,108,341,NA,496,33,1336,64286,64603.0714285714
"1040",1999-07-07,65392,262,713,244,7.01,1.6,NA,NA,460,45.5,1157,0,942.776,1108.6,NA,36348,88,351,44,472,33,1433,65392,64685.6428571429
"1041",1999-07-08,66525,NA,NA,NA,7.52,1.8,NA,NA,468,46,1294,0,991.578,1112.9,NA,36349,NA,NA,NA,468,34,1497,66525,64677.7142857143
"1042",1999-07-09,67150,NA,NA,NA,7.27,NA,NA,NA,499,NA,1441,1.1,978.708,1115.4,NA,36350,NA,NA,NA,479,33,1381,67207.0185,64882.7142857143
"1043",1999-07-10,65046,NA,NA,NA,9.24,NA,NA,NA,498,NA,1628,0.1,906.487,1106.9,NA,36351,NA,NA,NA,465,33,1447,65051.1835,64863.5714285714
"1044",1999-07-11,65127,262,627,73,7.92,NA,NA,NA,469,NA,1483,0,917.28,1133.4,NA,36352,109,389,NA,490,34,1598,65127,64524.6428571429
"1045",1999-07-12,63568,261,611,120,7.1,NA,NA,NA,491,NA,1489,0,961.157,1140.8,NA,36353,115,388,NA,512,33,1639,63568,64525.8571428571
"1046",1999-07-13,65203,302,665,266,10.25,0.72,NA,1.3,473,44.5,1779,0,978.597,844.4,NA,36354,131,386,NA,476,32,1772,65203,64534.0714285714
"1047",1999-07-14,63702,191,471,186,10.66,3.9,NA,NA,323,44.5,970,0,539.292,1035,NA,36355,137,417,59,511,32,1830,63702,64411.5
"1048",1999-07-15,62327,144,361,156,10.25,1.2,NA,NA,325,37,1201,0,527.751,1064.4,NA,36356,118,338,NA,466,NA,1433,62327,64355
"1049",1999-07-16,67611,199,542,137,7.5,1.7,NA,1.13,492,44.5,1370,0,906.792,981,NA,36357,65,272,NA,398,31.5,1590,67611,64413.1428571429
"1050",1999-07-17,65339,243,704,229,7.43,3.1,2.16,NA,470,NA,1493,0,1014.935,1155,NA,36358,68,314,NA,343,32,1569,65339,64532.0714285714
"1051",1999-07-18,58824,277,638,108,10.36,2,1.79,NA,380,NA,2070,0,639.235,1010.5,NA,36359,86,369,NA,474,33,1602,58824,64566
"1052",1999-07-19,63262,262,665,130,7.05,3.1,2.16,NA,585,46,1567,0,952.978,1020.4,NA,36360,113,352,NA,466,33,1820,63262,64741.7857142857
"1053",1999-07-20,64401,252,640,78,6.85,2,1.79,NA,540,44.5,1440,0,978.784,1117.8,NA,36361,120,375,NA,552,34,1604,64401,64687.1428571429
